user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
D093.bin.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	78.95	11	0.9230383043208079	N/A
D093.bin.6	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.2%)
D093.bin.7	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_018057765.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__JAGPDB01;g__JAGPDB01;s__JAGPDB01 sp018057765	78.77	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	12.31	11	0.6667647502891952	N/A
D093.bin.8	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013813675.1, s__JACDDX01 sp013813675, 95.0, 80.87, 0.66; GCA_013820855.1, s__JACDDX01 sp013820855, 95.0, 80.83, 0.64; GCA_013813145.1, s__JACDDX01 sp013813145, 95.0, 78.64, 0.5; GCA_013812695.1, s__JACDDX01 sp013812695, 95.0, 78.19, 0.38; GCA_013813875.1, s__JACDDX01 sp013813875, 95.0, 78.18, 0.44; GCA_013816685.1, s__JACDDX01 sp013816685, 95.0, 77.91, 0.36; GCA_013813435.1, s__JACDDX01 sp013813435, 95.0, 77.5, 0.26	87.49	11	0.9550999999985575	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
D093.bin.9	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.4%)
LB021.bin.1	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.8%)
LB021.bin.10	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_002427845.1	95.0	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__PSRF01 sp002427845	76.51	0.16	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003488005.1, s__PSRF01 sp003488005, 95.0, 76.35, 0.17; GCA_013697915.1, s__PSRF01 sp013697915, 95.0, 76.22, 0.19; GCA_013817595.1, s__PSRF01 sp013817595, 95.0, 76.2, 0.06; GCA_014380365.1, s__PSRF01 sp014380365, 95.0, 76.15, 0.12; GCA_003175865.1, s__PSRF01 sp003175865, 95.0, 75.88, 0.02; GCA_013812905.1, s__PSRF01 sp013812905, 95.0, 75.78, 0.05; GCA_013811945.1, s__PSRF01 sp013811945, 95.0, 74.61, 0.05	14.67	11	0.9582970176715673	N/A
LB021.bin.11	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	22.92	11	0.7000466108541753	Genome has more than 61.7% of markers with multiple hits
LB021.bin.12	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_014380485.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__Methyloceanibacter sp014380485	80.86	0.52	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002383105.1, s__Methyloceanibacter sp002383105, 95.0, 80.38, 0.55; GCA_016649675.1, s__Methyloceanibacter sp016649675, 95.0, 80.11, 0.53; GCF_001723305.1, s__Methyloceanibacter superfactus, 95.0, 79.54, 0.57; GCA_016869535.1, s__Methyloceanibacter sp016869535, 95.0, 78.85, 0.53; GCA_003135455.1, s__Methyloceanibacter sp003135455, 95.0, 78.78, 0.48; GCF_001723295.1, s__Methyloceanibacter marginalis, 95.0, 78.56, 0.4; GCA_002482645.1, s__Methyloceanibacter sp002482645, 95.0, 77.77, 0.3; GCF_000828475.1, s__Methyloceanibacter caenitepidi, 95.0, 77.66, 0.28; GCA_002390155.1, s__Methyloceanibacter sp002390155, 95.0, 77.58, 0.19; GCA_018067145.1, s__Methyloceanibacter sp018067145, 95.0, 77.42, 0.33; GCF_001723355.1, s__Methyloceanibacter stevinii, 95.0, 77.4, 0.31; GCF_003071365.1, s__Methyloceanibacter sp003071365, 95.0, 77.32, 0.31; GCF_001723285.1, s__Methyloceanibacter methanicus, 95.0, 77.29, 0.34	42.97	11	0.9569983948134828	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB021.bin.13	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
LB021.bin.14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__CABJBCQ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_903951595.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__CABJBCQ01;s__CABJBCQ01 sp903951595	76.22	0.08	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__CABJBCQ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	14.46	11	0.8726865753244161	N/A
LB021.bin.15	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	78.87	11	0.8875885422985295	N/A
LB021.bin.16	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__	ANI	classification based on placement in class-level tree	GCA_002420105.1, s__Nitrospira_C sp002420105, 95.0, 77.19, 0.21; GCF_900169565.1, s__Nitrospira_C japonica, 95.0, 76.86, 0.16; GCA_014055525.1, s__Nitrospira_C sp014055525, 95.0, 76.48, 0.16; GCF_011405515.1, s__Nitrospira_C sp011405515, 95.0, 76.17, 0.12	24.4	11	0.9193983537527487	N/A
LB021.bin.17	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013813435.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__JACDDX01 sp013813435	77.06	0.28	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013820855.1, s__JACDDX01 sp013820855, 95.0, 79.83, 0.54; GCA_013813675.1, s__JACDDX01 sp013813675, 95.0, 79.52, 0.55; GCA_013813145.1, s__JACDDX01 sp013813145, 95.0, 77.93, 0.47; GCA_013812695.1, s__JACDDX01 sp013812695, 95.0, 77.81, 0.37; GCA_013813875.1, s__JACDDX01 sp013813875, 95.0, 77.74, 0.39; GCA_013816685.1, s__JACDDX01 sp013816685, 95.0, 77.27, 0.39	25.4	11	0.937902058015	Genome has more than 47.5% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB021.bin.18	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Gp1-AA117;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	70.63	11	0.8464394593223074	N/A
LB021.bin.19	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
LB021.bin.2	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_001920085.1, s__3-1-20CM-4-69-9 sp001920085, 95.0, 82.13, 0.46; GCA_005888435.1, s__3-1-20CM-4-69-9 sp005888435, 95.0, 81.85, 0.67; GCA_005885085.1, s__3-1-20CM-4-69-9 sp005885085, 95.0, 80.93, 0.61; GCA_013816245.1, s__3-1-20CM-4-69-9 sp013816245, 95.0, 79.59, 0.58; GCA_005885245.1, s__3-1-20CM-4-69-9 sp005885245, 95.0, 79.58, 0.58; GCA_005883355.1, s__3-1-20CM-4-69-9 sp005883355, 95.0, 79.54, 0.6	52.18	11	0.9561720009579505	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB021.bin.20	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__	N/A	N/A	N/A	N/A	N/A	GCA_003221615.1	95.0	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__AR31 sp003221615	85.37	0.68	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003220685.1, s__AR31 sp003220685, 95.0, 84.46, 0.69; GCA_003220495.1, s__AR31 sp003220495, 95.0, 84.4, 0.74; GCA_003221595.1, s__AR31 sp003221595, 95.0, 81.99, 0.74; GCA_003220535.1, s__AR31 sp003220535, 95.0, 81.85, 0.61; GCA_003221635.1, s__AR31 sp003221635, 95.0, 81.62, 0.64; GCA_003221515.1, s__AR31 sp003221515, 95.0, 81.57, 0.67; GCA_003220435.1, s__AR31 sp003220435, 95.0, 81.21, 0.63; GCA_003221655.1, s__AR31 sp003221655, 95.0, 81.03, 0.67	78.2	11	0.9811303598988362	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB021.bin.21	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	77.82	11	0.8383624830219334	N/A
LB021.bin.22	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.3%)
LB021.bin.23	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR12;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR12;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	65.81	11	0.9273954480550908	Genome has more than 17.5% of markers with multiple hits
LB021.bin.24	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013813675.1, s__JACDDX01 sp013813675, 95.0, 80.64, 0.65; GCA_013820855.1, s__JACDDX01 sp013820855, 95.0, 80.57, 0.65; GCA_013813145.1, s__JACDDX01 sp013813145, 95.0, 78.6, 0.47; GCA_013813875.1, s__JACDDX01 sp013813875, 95.0, 78.36, 0.42; GCA_013812695.1, s__JACDDX01 sp013812695, 95.0, 77.8, 0.38; GCA_013816685.1, s__JACDDX01 sp013816685, 95.0, 77.74, 0.36; GCA_013813435.1, s__JACDDX01 sp013813435, 95.0, 77.2, 0.24	84.47	11	0.9567212383828371	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB021.bin.25	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__AWTP1-13;s__	N/A	N/A	N/A	N/A	N/A	GCA_011046675.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__AWTP1-13;s__AWTP1-13 sp011046675	79.48	0.53	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__AWTP1-13;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_008933705.1, s__AWTP1-13 sp008933705, 95.0, 78.4, 0.38; GCA_902826255.1, s__AWTP1-13 sp902826255, 95.0, 77.8, 0.31; GCA_017353825.1, s__AWTP1-13 sp017353825, 95.0, 77.71, 0.24; GCA_003963125.1, s__AWTP1-13 sp003963125, 95.0, 77.66, 0.33	40.29	11	0.9508420241116802	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB021.bin.26	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in backbone tree	N/A	28.12	11	0.42661121414450953	N/A
LB021.bin.28	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.0%)
LB021.bin.3	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.2%)
LB021.bin.4	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	17.81	11	0.8700238972140958	N/A
LB021.bin.5	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__AC-56;s__	N/A	N/A	N/A	N/A	N/A	GCA_005884985.1	95.0	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__AC-56;s__AC-56 sp005884985	80.6	0.56	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__AC-56;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	84.0	11	0.9106463948168821	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB021.bin.6	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__P2-11E;f__P2-11E;g__3-1-20CM-2-70-9;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__P2-11E;f__P2-11E;g__3-1-20CM-2-70-9;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_005881085.1, s__3-1-20CM-2-70-9 sp005881085, 95.0, 80.12, 0.64; GCA_005883775.1, s__3-1-20CM-2-70-9 sp005883775, 95.0, 80.09, 0.51; GCA_005880575.1, s__3-1-20CM-2-70-9 sp005880575, 95.0, 80.06, 0.7; GCA_005882765.1, s__3-1-20CM-2-70-9 sp005882765, 95.0, 79.66, 0.66; GCA_005889295.1, s__3-1-20CM-2-70-9 sp005889295, 95.0, 79.61, 0.67; GCA_005889275.1, s__3-1-20CM-2-70-9 sp005889275, 95.0, 79.43, 0.62; GCA_005879975.1, s__3-1-20CM-2-70-9 sp005879975, 95.0, 79.17, 0.59; GCA_001917735.1, s__3-1-20CM-2-70-9 sp001917735, 95.0, 79.13, 0.26; GCA_005881885.1, s__3-1-20CM-2-70-9 sp005881885, 95.0, 79.0, 0.62; GCA_005889445.1, s__3-1-20CM-2-70-9 sp005889445, 95.0, 78.72, 0.45; GCA_005889075.1, s__3-1-20CM-2-70-9 sp005889075, 95.0, 78.72, 0.58; GCA_005883625.1, s__3-1-20CM-2-70-9 sp001919195, 95.0, 78.52, 0.63	22.76	11	0.9470059029765013	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB021.bin.7	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.4%)
LB021.bin.8	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	18.8	11	0.4930149469262295	Genome has more than 70.8% of markers with multiple hits
LB021.bin.9	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Terrimicrobiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Terrimicrobiaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	49.17	11	0.8502190054972496	N/A
LB081.bin.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	66.98	11	0.8583985720220162	N/A
LB081.bin.10	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR12;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR12;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	67.08	11	0.9270826011834687	N/A
LB081.bin.13	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	10.21	11	0.538835639059877	Genome has more than 74.2% of markers with multiple hits
LB081.bin.14	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__	N/A	N/A	N/A	N/A	N/A	GCA_005879435.1	95.0	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__DP-20 sp005879435	76.76	0.24	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_011329495.1, s__DP-20 sp011329495, 95.0, 77.04, 0.29; GCA_005879255.1, s__DP-20 sp005879255, 95.0, 76.97, 0.32; GCA_009692615.1, s__DP-20 sp009692615, 95.0, 76.94, 0.18; GCA_016844625.1, s__DP-20 sp016844625, 95.0, 76.31, 0.19; GCA_016874755.1, s__DP-20 sp016874755, 95.0, 75.67, 0.15	12.97	11	0.9152494706326256	Genome domain questionable ( 14.2% Bacterial, 5.7% Archaeal)
LB081.bin.15	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013372845.1, s__Udaeobacter sp013372845, 95.0, 79.47, 0.51; GCA_003218915.1, s__Udaeobacter sp003218915, 95.0, 79.31, 0.46; GCA_003221375.1, s__Udaeobacter sp003221375, 95.0, 78.27, 0.32; GCA_003219415.1, s__Udaeobacter sp003219415, 95.0, 78.13, 0.46; GCA_003221195.1, s__Udaeobacter sp003221195, 95.0, 77.94, 0.43; GCA_003219395.1, s__Udaeobacter sp003219395, 95.0, 77.57, 0.26; GCA_003217875.1, s__Udaeobacter sp003217875, 95.0, 77.08, 0.18; GCA_003218415.1, s__Udaeobacter sp003218415, 95.0, 76.98, 0.19; GCA_003219005.1, s__Udaeobacter sp003219005, 95.0, 76.97, 0.19; GCA_003218615.1, s__Udaeobacter sp003218615, 95.0, 76.94, 0.15; GCA_003218475.1, s__Udaeobacter sp003218475, 95.0, 76.92, 0.19; GCA_003219695.1, s__Udaeobacter sp003219695, 95.0, 76.83, 0.21; GCA_003220005.1, s__Udaeobacter sp003220005, 95.0, 76.81, 0.18; GCA_003218885.1, s__Udaeobacter sp003218885, 95.0, 76.79, 0.18; GCA_003219335.1, s__Udaeobacter sp003219335, 95.0, 76.78, 0.17; GCA_003218945.1, s__Udaeobacter sp003218945, 95.0, 76.78, 0.15; GCA_003218395.1, s__Udaeobacter sp003218395, 95.0, 76.77, 0.18; GCA_003218345.1, s__Udaeobacter sp003218345, 95.0, 76.77, 0.18; GCA_003218785.1, s__Udaeobacter sp003218785, 95.0, 76.7, 0.13; GCA_003217895.1, s__Udaeobacter sp003217895, 95.0, 76.67, 0.19; GCA_003219945.1, s__Udaeobacter sp003219945, 95.0, 76.66, 0.13; GCA_003218135.1, s__Udaeobacter sp003218135, 95.0, 76.65, 0.17; GCA_005887825.1, s__Udaeobacter sp005887825, 95.0, 76.56, 0.16; GCA_003219435.1, s__Udaeobacter sp003219435, 95.0, 76.54, 0.14; GCA_003218755.1, s__Udaeobacter sp003218755, 95.0, 76.53, 0.2; GCA_003218975.1, s__Udaeobacter sp003218975, 95.0, 76.43, 0.15; GCA_005887855.1, s__Udaeobacter sp005887855, 95.0, 76.41, 0.12; GCA_003218535.1, s__Udaeobacter sp003218535, 95.0, 76.41, 0.13; GCA_003219465.1, s__Udaeobacter sp003219465, 95.0, 76.39, 0.18; GCA_003217835.1, s__Udaeobacter sp003217835, 95.0, 76.37, 0.12; GCA_003218815.1, s__Udaeobacter sp003218815, 95.0, 76.33, 0.1; GCA_003218735.1, s__Udaeobacter sp003218735, 95.0, 76.29, 0.15; GCA_003219355.1, s__Udaeobacter sp003219355, 95.0, 75.91, 0.1	66.14	11	0.9662584485766124	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
LB081.bin.16	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__	ANI	classification based on placement in class-level tree	GCF_003351045.1, s__Gaiella occulta, 95.0, 78.52, 0.36; GCA_016870235.1, s__Gaiella sp016870235, 95.0, 77.81, 0.25; GCA_009694305.1, s__Gaiella sp009694305, 95.0, 77.56, 0.14; GCA_013694685.1, s__Gaiella sp013694685, 95.0, 77.48, 0.26	13.2	11	0.889253000929512	Genome domain questionable ( 13.3% Bacterial, 5.7% Archaeal)
LB081.bin.17	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	58.28	11	0.8336928549095591	N/A
